reporting_name	query_name	uti	total_mr_pub_count	
Xerochrysium xerophilum	Xerochrysium xerophilum	0	0	
Gnathostoma binucleatum	Gnathostoma binucleatum	0	0	
Naganishia diffluens	Naganishia diffluens	0	0	
Nocardia camponoti	Nocardia camponoti	0	0	
Peltula radicata	Peltula radicata	0	0	
Rhinolophus bat coronavirus	Rhinolophus bat coronavirus	0	0	
Beihai levi-like virus 6	Beihai levi-like virus 6	0	0	
Brevibacterium iodinum	Brevibacterium iodinum	0	0	
Cystoderma amianthinum	Cystoderma amianthinum	0	0	
Enterococcus eurekensis	Enterococcus eurekensis	0	0	
Inkoo virus	Inkoo virus	0	0	
Herpes simplex virus 1 (HSV-1)	(Herpes simplex virus 1) OR (HSV-1)	47	47	
Allocatelliglobosispora scoriae	Allocatelliglobosispora scoriae	0	0	
Datura leaf distortion virus	Datura leaf distortion virus	0	0	
Metarhizium majus	Metarhizium majus	0	0	
Klebsiella virus KpV71	Klebsiella virus KpV71	0	0	
Paracoccus alkenifer	Paracoccus alkenifer	0	0	
Rhodococcus phage ReqiDocB7	Rhodococcus phage ReqiDocB7	0	0	
Wuhan snail virus 2	Wuhan snail virus 2	0	0	
Saccharopolyspora antimicrobica	Saccharopolyspora antimicrobica	0	0	
Leuconostoc phage Ln-8	Leuconostoc phage Ln-8	0	0	
Beihai partiti-like virus 8	Beihai partiti-like virus 8	0	0	
Aequabiliella effusa	Aequabiliella effusa	0	0	
Granulicella mallensis	Granulicella mallensis	0	0	
Roseovarius marisflavi	Roseovarius marisflavi	0	0	
Sarocladium implicatum	Sarocladium implicatum	0	0	
Turnip yellow mosaic virus	Turnip yellow mosaic virus	0	0	
Deinococcus aerolatus	Deinococcus aerolatus	0	0	
Oceanithermus desulfurans	Oceanithermus desulfurans	0	0	
Tuber excavatum	Tuber excavatum	0	0	
Rhodotorula mucilaginosa	Rhodotorula mucilaginosa	3	3	
Leptomonas pyrrhocoris tombus-like virus 1	Leptomonas pyrrhocoris tombus-like virus 1	0	0	
Acidiphilium angustum	Acidiphilium angustum	0	0	
Lactobacillus phage phiJB	Lactobacillus phage phiJB	0	0	
Oribacterium sinus	Oribacterium sinus	0	0	
Pelobacter carbinolicus	Pelobacter carbinolicus	0	0	
Pseudomonas virus JG004	Pseudomonas virus JG004	0	0	
Sarcocystis tenella	Sarcocystis tenella	0	0	
Thermorudis peleae	Thermorudis peleae	0	0	
Aquicella siphonis	Aquicella siphonis	0	0	
Maize necrotic streak virus	Maize necrotic streak virus	0	0	
Pelomonas soli	Pelomonas soli	0	0	
Tm4virus	Tm4virus	0	0	
Penicillium aurantiogriseum foetidus-like virus	Penicillium aurantiogriseum foetidus-like virus	0	0	
Aeromicrobium kwangyangensis	Aeromicrobium kwangyangensis	0	0	
Alkalibacillus silvisoli	Alkalibacillus silvisoli	0	0	
Curvibacter lanceolatus	Curvibacter lanceolatus	0	0	
Endornaviridae	Endornaviridae	0	0	
Botrytis cinerea negative-stranded RNA virus 1	Botrytis cinerea negative-stranded RNA virus 1	0	0	
Escherichia virus Min27	Escherichia virus Min27	0	0	
Mycobacterium phage SargentShorty9	Mycobacterium phage SargentShorty9	0	0	
Kolente ledantevirus	Kolente ledantevirus	0	0	
Nse virus	Nse virus	0	0	
Phlebia subserialis	Phlebia subserialis	0	0	
Circinella umbellata	Circinella umbellata	0	0	
Lachancea waltii	Lachancea waltii	0	0	
Roseivivax jejudonensis	Roseivivax jejudonensis	0	0	
Staphylococcus virus 77	Staphylococcus virus 77	0	0	
Starmerella syriaca	Starmerella syriaca	0	0	
Tomato leaf curl Hanoi virus	Tomato leaf curl Hanoi virus	0	0	
Leishmania chagasi	Leishmania chagasi	2	2	
Chitinibacter tainanensis	Chitinibacter tainanensis	0	0	
Limnohabitans planktonicus	Limnohabitans planktonicus	0	0	
Hymenochaetopsis olivacea	Hymenochaetopsis olivacea	0	0	
Lysobacter cookii	Lysobacter cookii	0	0	
Bifidobacterium mongoliense	Bifidobacterium mongoliense	0	0	
Bacillus phage DirtyBetty	Bacillus phage DirtyBetty	0	0	
Beihai picorna-like virus 125	Beihai picorna-like virus 125	0	0	
Campylobacter phage A138	Campylobacter phage A138	0	0	
Gammapapillomavirus 23	Gammapapillomavirus 23	0	0	
Micrococcus flavus	Micrococcus flavus	0	0	
Hubei lepidoptera virus 4	Hubei lepidoptera virus 4	0	0	
Exophiala psychrophila	Exophiala psychrophila	0	0	
Pseudarthrobacter niigatensis	Pseudarthrobacter niigatensis	0	0	
Psychrobacter arenosus	Psychrobacter arenosus	0	0	
Subterranean clover stunt virus	Subterranean clover stunt virus	0	0	
Verruconis gallopava	Verruconis gallopava	0	0	
Bovine astrovirus B170/HK	Bovine astrovirus B170/HK	0	0	
Arsenophonus endosymbiont of Nilaparvata lugens	Arsenophonus endosymbiont of Nilaparvata lugens	0	0	
Mycobacterium virus Pumpkin	Mycobacterium virus Pumpkin	0	0	
Lactobacillus paracollinoides	Lactobacillus paracollinoides	0	0	
Ferrimonas balearica	Ferrimonas balearica	0	0	
Mus musculus mobilized endogenous polytropic provirus	Mus musculus mobilized endogenous polytropic provirus	0	0	
Nonomuraea latina	Nonomuraea latina	0	0	
Rasamsonia cylindrospora	Rasamsonia cylindrospora	0	0	
Vibrio phage 1.286.O._10N.286.55.C4	Vibrio phage 1.286.O._10N.286.55.C4	0	0	
Enterobacteria phage 020324	Enterobacteria phage 020324	0	0	
Salmonella phage SP3	Salmonella phage SP3	0	0	
Nocardia testacea	Nocardia testacea	0	0	
Pseudomonas phage JBD88a	Pseudomonas phage JBD88a	0	0	
Penicillium brevicompactum	Penicillium brevicompactum	0	0	
Thermomicrobium roseum	Thermomicrobium roseum	0	0	
Tomato necrotic spot associated virus	Tomato necrotic spot associated virus	0	0	
Vinces virus	Vinces virus	0	0	
Zamilon virus	Zamilon virus	0	0	
Pseudomonas kunmingensis	Pseudomonas kunmingensis	0	0	
Banana streak GF virus	Banana streak GF virus	0	0	
Dinoroseobacter phage DS-1410Ws-06	Dinoroseobacter phage DS-1410Ws-06	0	0	
Enterobacteria phage Nil2	Enterobacteria phage Nil2	0	0	
Halopeptonella vilamensis	Halopeptonella vilamensis	0	0	
Marine RNA virus SOG	Marine RNA virus SOG	0	0	
Caliciopsis pinea	Caliciopsis pinea	0	0	
Echarate virus	Echarate virus	0	0	
Humulus japonicus latent virus	Humulus japonicus latent virus	0	0	
Kitasatospora cineracea	Kitasatospora cineracea	0	0	
Mycobacterium phage Miley16	Mycobacterium phage Miley16	0	0	
Streptomyces variegatus	Streptomyces variegatus	0	0	
Trichobilharzia stagnicolae	Trichobilharzia stagnicolae	0	0	
Haloarcula hispanica icosahedral virus 2	Haloarcula hispanica icosahedral virus 2	0	0	
Mycobacterium phage GS4E	Mycobacterium phage GS4E	0	0	
Canine papillomavirus 18	Canine papillomavirus 18	0	0	
Chenuda virus	Chenuda virus	0	0	
Chilli leaf curl Salem virus	Chilli leaf curl Salem virus	0	0	
Novosphingobium fuchskuhlense	Novosphingobium fuchskuhlense	0	0	
Anaerobium acetethylicum	Anaerobium acetethylicum	0	0	
Bifidobacterium moukalabense	Bifidobacterium moukalabense	0	0	
Dasheen mosaic virus	Dasheen mosaic virus	0	0	
Echovirus E5	Echovirus E5	0	0	
Megasphaera hominis	Megasphaera hominis	0	0	
Leptothrix cholodnii	Leptothrix cholodnii	0	0	
Ophiocordyceps sinensis	Ophiocordyceps sinensis	0	0	
RNA viruses	RNA viruses	9	9	
Yamadazyma triangularis	Yamadazyma triangularis	0	0	
Bartonella rattaustraliani	Bartonella rattaustraliani	0	0	
Bean chlorotic mosaic virus	Bean chlorotic mosaic virus	0	0	
Boolarra virus	Boolarra virus	0	0	
Callitrichine gammaherpesvirus 3	Callitrichine gammaherpesvirus 3	0	0	
Pteropine orthoreovirus	Pteropine orthoreovirus	0	0	
Rhizoctonia solani mycovirus 2	Rhizoctonia solani mycovirus 2	0	0	
Salmonella phage vB_SemP_Emek	Salmonella phage vB_SemP_Emek	0	0	
Arthrobacter globiformis	Arthrobacter globiformis	0	0	
Pilimelia columellifera	Pilimelia columellifera	0	0	
Pseudoalteromonas phage C5a	Pseudoalteromonas phage C5a	0	0	
Acholeplasma morum	Acholeplasma morum	0	0	
Porcine enterovirus	Porcine enterovirus	0	0	
Pseudomonas phage vB_PaeM_PAO1_Ab17	Pseudomonas phage vB_PaeM_PAO1_Ab17	0	0	
Turbinellus floccosus	Turbinellus floccosus	0	0	
Lactococcus phage 936 group phage Phi.16	Lactococcus phage 936 group phage Phi.16	0	0	
Caldicoprobacter faecalis	Caldicoprobacter faecalis	0	0	
Kitasatospora aureofaciens	Kitasatospora aureofaciens	0	0	
Microbacterium pseudoresistens	Microbacterium pseudoresistens	0	0	
unclassified bacterial viruses	unclassified bacterial viruses	0	0	
Aquimonas voraii	Aquimonas voraii	1	1	
Clostridium arbusti	Clostridium arbusti	0	0	
Dictyonema sericeum	Dictyonema sericeum	0	0	
Gordonvirus	Gordonvirus	0	0	
Holdemanella biformis	Holdemanella biformis	0	0	
Kocuria koreensis	Kocuria koreensis	0	0	
Oceanospirillum beijerinckii	Oceanospirillum beijerinckii	0	0	
Piscinibacterium candidicorallinum	Piscinibacterium candidicorallinum	0	0	
Ramularia grevilleana	Ramularia grevilleana	0	0	
Treponema vincentii	Treponema vincentii	0	0	
Basidiobolus meristosporus	Basidiobolus meristosporus	0	0	
Bifidobacterium subtile	Bifidobacterium subtile	0	0	
Dipodascopsis uninucleata	Dipodascopsis uninucleata	0	0	
Lactobacillus xiangfangensis	Lactobacillus xiangfangensis	0	0	
Phlebiopsis gigantea	Phlebiopsis gigantea	0	0	
Taro vein chlorosis nucleorhabdovirus	Taro vein chlorosis nucleorhabdovirus	0	0	
Banana bunchy top virus satellite HaiKou 2	Banana bunchy top virus satellite HaiKou 2	0	0	
Candidatus Regiella insecticola	Candidatus Regiella insecticola	0	0	
Geodermatophilus dictyosporus	Geodermatophilus dictyosporus	0	0	
Lactobacillus acidipiscis	Lactobacillus acidipiscis	0	0	
Lecanicillium fungicola	Lecanicillium fungicola	0	0	
Mycolicibacillus koreensis	Mycolicibacillus koreensis	0	0	
Vibrio phage 1.106.O._10N.286.51.F7	Vibrio phage 1.106.O._10N.286.51.F7	0	0	
Skunk amdoparvovirus	Skunk amdoparvovirus	0	0	
Treponema pallidum	Treponema pallidum	47	47	
Chicken picornavirus 3	Chicken picornavirus 3	0	0	
Entorrhiza fineranae	Entorrhiza fineranae	0	0	
Gluconobacter wancherniae	Gluconobacter wancherniae	0	0	
Lentinula edodes	Lentinula edodes	0	0	
Actinoallomurus amamiensis	Actinoallomurus amamiensis	0	0	
Auricularia delicata	Auricularia delicata	0	0	
Alicyclobacillus sacchari	Alicyclobacillus sacchari	0	0	
Actinomadura algeriensis	Actinomadura algeriensis	0	0	
Ancylobacter dichloromethanicus	Ancylobacter dichloromethanicus	0	0	
Mycobacterium phage Krueger	Mycobacterium phage Krueger	0	0	
Enterococcus saigonensis	Enterococcus saigonensis	0	0	
Halocynthiibacter arcticus	Halocynthiibacter arcticus	0	0	
Paracoccus pacificus	Paracoccus pacificus	0	0	
Poacevirus	Poacevirus	0	0	
Streptomyces bacillaris	Streptomyces bacillaris	0	0	
Amphibacillus indicireducens	Amphibacillus indicireducens	0	0	
Beihai picorna-like virus 97	Beihai picorna-like virus 97	0	0	
Candidatus Microthrix parvicella	Candidatus Microthrix parvicella	0	0	
Escherichia phage vB_EcoP_D	Escherichia phage vB_EcoP_D	0	0	
Grosmannia penicillata	Grosmannia penicillata	0	0	
Tellurimicrobium multivorans	Tellurimicrobium multivorans	0	0	
Equine adenovirus 2	Equine adenovirus 2	0	0	
Paenibacillus catalpae	Paenibacillus catalpae	0	0	
Castellaniella caeni	Castellaniella caeni	0	0	
Phaeoacremonium novae-zealandiae	Phaeoacremonium novae-zealandiae	0	0	
Shahe partiti-like virus 1	Shahe partiti-like virus 1	0	0	
Campylobacter phage A110b	Campylobacter phage A110b	0	0	
Klebsiella phage 5 LV-2017	Klebsiella phage 5 LV-2017	0	0	
Angiostrongylus cantonensis	Angiostrongylus cantonensis	3	3	
Cercomonas pellucida	Cercomonas pellucida	0	0	
Oerskovia turbata	Oerskovia turbata	0	0	
Persicirhabdus sediminis	Persicirhabdus sediminis	0	0	
Balsamia vulgaris	Balsamia vulgaris	0	0	
Aliagarivorans taiwanensis	Aliagarivorans taiwanensis	0	0	
Consotaella salsifontis	Consotaella salsifontis	0	0	
Dicistroviridae	Dicistroviridae	0	0	
Nitrosococcus halophilus	Nitrosococcus halophilus	0	0	
Peribunyaviridae	Peribunyaviridae	0	0	
Psychromonas boydii	Psychromonas boydii	0	0	
Naegleria jejuensis	Naegleria jejuensis	0	0	
Marisediminicola antarctica	Marisediminicola antarctica	0	0	
Photobacterium carnosum	Photobacterium carnosum	0	0	
Pseudomonas phage tf	Pseudomonas phage tf	0	0	
Sena Madureira virus	Sena Madureira virus	0	0	
Taeseokella kangwonensis	Taeseokella kangwonensis	0	0	
Pseudomonas orientalis	Pseudomonas orientalis	0	0	
Clostridium phage D-1873	Clostridium phage D-1873	0	0	
Diuris pendunculata cryptic virus	Diuris pendunculata cryptic virus	0	0	
Wolbachia phage WO	Wolbachia phage WO	0	0	
Mycobacterium phage Dylan	Mycobacterium phage Dylan	0	0	
Pseudomonas extremorientalis	Pseudomonas extremorientalis	0	0	
Slackia isoflavoniconvertens	Slackia isoflavoniconvertens	0	0	
Yuhushiella deserti	Yuhushiella deserti	0	0	
Streptococcus phage CHPC1151	Streptococcus phage CHPC1151	0	0	
Mariniphaga sediminis	Mariniphaga sediminis	0	0	
Barbatosphaeria dryina	Barbatosphaeria dryina	0	0	
Bacillus baekryungensis	Bacillus baekryungensis	0	0	
Moraxella phage Mcat3	Moraxella phage Mcat3	0	0	
Pseudocitrobacter faecalis	Pseudocitrobacter faecalis	0	0	
Pseudohyphozyma pustula	Pseudohyphozyma pustula	0	0	
Rhodovulum tesquicola	Rhodovulum tesquicola	0	0	
Sarcocystis grueneri	Sarcocystis grueneri	0	0	
Fusarium poae alternavirus 1	Fusarium poae alternavirus 1	0	0	
Kytococcus sedentarius	Kytococcus sedentarius	0	0	
Croceifilum oryzae	Croceifilum oryzae	0	0	
Pectobacterium betavasculorum	Pectobacterium betavasculorum	0	0	
Halophage eHP-25	Halophage eHP-25	0	0	
Zoogloea ramigera	Zoogloea ramigera	0	0	
Rhabdothermus arcticus	Rhabdothermus arcticus	0	0	
Bacillariodnavirus LDMD-2013	Bacillariodnavirus LDMD-2013	0	0	
Prototheca stagnorum	Prototheca stagnorum	0	0	
Xanthomonas phage vB_XveM_DIBBI	Xanthomonas phage vB_XveM_DIBBI	0	0	
Bacteroides coprocola	Bacteroides coprocola	0	0	
Beihai picorna-like virus 115	Beihai picorna-like virus 115	0	0	
Propionibacterium phage P101A	Propionibacterium phage P101A	0	0	
Streptococcus phage SM1	Streptococcus phage SM1	0	0	
Tomato mild mottle virus	Tomato mild mottle virus	0	0	
uncultured phage MedDCM-OCT-S04-C1227	uncultured phage MedDCM-OCT-S04-C1227	0	0	
Naegleria andersoni	Naegleria andersoni	0	0	
Exiguobacterium mexicanum	Exiguobacterium mexicanum	0	0	
Mulberry crinkle-associated virus	Mulberry crinkle-associated virus	0	0	
Arthrobacter rhombi	Arthrobacter rhombi	0	0	
Lysobacter ginsengisoli	Lysobacter ginsengisoli	0	0	
Mycobacterium phage Piro94	Mycobacterium phage Piro94	0	0	
Endothia gyrosa	Endothia gyrosa	0	0	
Acinetobacter phage SWH-Ab-1	Acinetobacter phage SWH-Ab-1	0	0	
Aspergillus chlamydosporus	Aspergillus chlamydosporus	0	0	
Brassicibacter mesophilus	Brassicibacter mesophilus	0	0	
Beihai sipunculid worm virus 3	Beihai sipunculid worm virus 3	0	0	
Clostridium phage phiCDHM11	Clostridium phage phiCDHM11	0	0	
Granulosicoccus antarcticus	Granulosicoccus antarcticus	0	0	
Ophiocordyceps gracilis	Ophiocordyceps gracilis	0	0	
Paenibacillus antarcticus	Paenibacillus antarcticus	0	0	
Pontibacillus halophilus	Pontibacillus halophilus	0	0	
Thioalkalivibrio nitratireducens	Thioalkalivibrio nitratireducens	0	0	
Bluegill picornavirus	Bluegill picornavirus	0	0	
Lutibacter oceani	Lutibacter oceani	0	0	
Shuangao toti-like virus	Shuangao toti-like virus	0	0	
Human PoSCV5-like circular virus	Human PoSCV5-like circular virus	0	0	
Kaistia terrae	Kaistia terrae	0	0	
Harbour porpoise adenovirus 1	Harbour porpoise adenovirus 1	0	0	
Carnation etched ring virus	Carnation etched ring virus	0	0	
Corynebacterium segmentosum	Corynebacterium segmentosum	0	0	
Escherichia virus KP26	Escherichia virus KP26	0	0	
Pseudomonas phage PP7	Pseudomonas phage PP7	0	0	
Pseudoxanthomonas kaohsiungensis	Pseudoxanthomonas kaohsiungensis	0	0	
Viridibacillus neidei	Viridibacillus neidei	0	0	
Acanthamoeba pyriformis	Acanthamoeba pyriformis	0	0	
Actinomadura nitritigenes	Actinomadura nitritigenes	0	0	
Gokushovirus	Gokushovirus	0	0	
Paracoccus zeaxanthinifaciens	Paracoccus zeaxanthinifaciens	0	0	
Piscibacillus halophilus	Piscibacillus halophilus	0	0	
Porcine kobuvirus	Porcine kobuvirus	0	0	
Sarcocystis taeniata	Sarcocystis taeniata	0	0	
Streptomyces cirratus	Streptomyces cirratus	0	0	
Vogesella fluminis	Vogesella fluminis	0	0	
Apiotrichum loubieri	Apiotrichum loubieri	0	0	
Beihai sobemo-like virus 7	Beihai sobemo-like virus 7	0	0	
Niabella soli	Niabella soli	0	0	
Myconymphaea yatsukahoi	Myconymphaea yatsukahoi	0	0	
Rudaea cellulosilytica	Rudaea cellulosilytica	0	0	
Sugarcane bacilliform MO virus	Sugarcane bacilliform MO virus	0	0	
Chryseobacterium taichungense	Chryseobacterium taichungense	0	0	
Mycobacterium phage LadyBird	Mycobacterium phage LadyBird	0	0	
Myotis myotis bocavirus 1	Myotis myotis bocavirus 1	0	0	
Candida sake	Candida sake	0	0	
Imhoffiella bheemlica	Imhoffiella bheemlica	0	0	
Cache Valley virus	Cache Valley virus	1	1	
Lactococcus phage LP9405a	Lactococcus phage LP9405a	0	0	
Kilham rat virus	Kilham rat virus	0	0	
Lupine feces-associated gemycircularvirus 1	Lupine feces-associated gemycircularvirus 1	0	0	
Belterra virus	Belterra virus	0	0	
Frankia inefficax	Frankia inefficax	0	0	
Lygus lineolaris virus 1	Lygus lineolaris virus 1	0	0	
Nocardioides marinisabuli	Nocardioides marinisabuli	0	0	
Ceratobasidium partitivirus CP-a	Ceratobasidium partitivirus CP-a	0	0	
Pedobacter aquatilis	Pedobacter aquatilis	0	0	
Streptomyces tritolerans	Streptomyces tritolerans	0	0	
Vibrio phage phi 1	Vibrio phage phi 1	0	0	
Wenzhou levi-like virus 5	Wenzhou levi-like virus 5	0	0	
Hubei partiti-like virus 48	Hubei partiti-like virus 48	0	0	
Kazachstania lodderae	Kazachstania lodderae	0	0	
Avian avulavirus 2	Avian avulavirus 2	0	0	
Chinese wheat mosaic virus	Chinese wheat mosaic virus	0	0	
Blautia obeum	Blautia obeum	0	0	
Human papillomavirus 86	Human papillomavirus 86	0	0	
Phenylobacterium conjunctum	Phenylobacterium conjunctum	0	0	
Pseudarthrobacter oxydans	Pseudarthrobacter oxydans	0	0	
Saimiri sciureus papillomavirus 2	Saimiri sciureus papillomavirus 2	0	0	
Vibrio phage 1.199.B._10N.286.55.C10	Vibrio phage 1.199.B._10N.286.55.C10	0	0	
Exomis microphylla associated virus	Exomis microphylla associated virus	0	0	
Mycobacterium phage Bigswole	Mycobacterium phage Bigswole	0	0	
Streptococcus phage 605 PZ-2009	Streptococcus phage 605 PZ-2009	0	0	
Urmitella timonensis	Urmitella timonensis	0	0	
Beihai noda-like virus 8	Beihai noda-like virus 8	0	0	
Marburg marburgvirus	Marburg marburgvirus	0	0	
Pedobacter ardleyensis	Pedobacter ardleyensis	0	0	
Radish leaf curl virus	Radish leaf curl virus	0	0	
Ascochyta rabiei	Ascochyta rabiei	0	0	
Erythrobacter gangjinensis	Erythrobacter gangjinensis	0	0	
Anoxybacillus mongoliensis	Anoxybacillus mongoliensis	0	0	
Cadicivirus A	Cadicivirus A	0	0	
Fenollaria timonensis	Fenollaria timonensis	0	0	
Kompsoscypha phyllogena	Kompsoscypha phyllogena	0	0	
Apiotrichum porosum	Apiotrichum porosum	0	0	
Lactobacillus parafarraginis	Lactobacillus parafarraginis	0	0	
Paenibacillus ferrarius	Paenibacillus ferrarius	0	0	
Streptomyces uncialis	Streptomyces uncialis	0	0	
Torque teno virus 20	Torque teno virus 20	0	0	
Tsukamurella sinensis	Tsukamurella sinensis	0	0	
Wenzhou levi-like virus 7	Wenzhou levi-like virus 7	0	0	
Marbled eel polyomavirus	Marbled eel polyomavirus	0	0	
Bacteroides rodentium	Bacteroides rodentium	0	0	
Acidianus bottle-shaped virus 2	Acidianus bottle-shaped virus 2	0	0	
Alternaria caespitosa	Alternaria caespitosa	0	0	
Brucella phage 177_141	Brucella phage 177_141	0	0	
Puccinia coronata	Puccinia coronata	0	0	
Streptomyces phage Oliynyk	Streptomyces phage Oliynyk	0	0	
Toxoneuron nigriceps polydnavirus	Toxoneuron nigriceps polydnavirus	0	0	
Mink calicivirus	Mink calicivirus	0	0	
Ceratobasidium partitivirus CP-c	Ceratobasidium partitivirus CP-c	0	0	
Streptomyces prasinopilosus	Streptomyces prasinopilosus	0	0	
Vibrio phage pVa-5	Vibrio phage pVa-5	0	0	
Enterobacteria phage T3	Enterobacteria phage T3	0	0	
Porcine parvovirus 6	Porcine parvovirus 6	0	0	
Prochlorococcus phage P-SSM5	Prochlorococcus phage P-SSM5	0	0	
Arthrobacter phage Bennie	Arthrobacter phage Bennie	0	0	
Diatom colony associated dsRNA virus 4	Diatom colony associated dsRNA virus 4	0	0	
Nupapillomavirus	Nupapillomavirus	0	0	
Makokou virus	Makokou virus	0	0	
Beihai picorna-like virus 85	Beihai picorna-like virus 85	0	0	
European bat 1 lyssavirus	European bat 1 lyssavirus	0	0	
Gammapapillomavirus 12	Gammapapillomavirus 12	0	0	
Phage GMSE-1	Phage GMSE-1	0	0	
Redspotted grouper nervous necrosis virus	Redspotted grouper nervous necrosis virus	0	0	
Suhomyces yuchorum	Suhomyces yuchorum	0	0	
Lactococcus phage LP0004a	Lactococcus phage LP0004a	0	0	
Citrobacter phage Mordin	Citrobacter phage Mordin	0	0	
Escherichia phage ECBP5	Escherichia phage ECBP5	0	0	
Mycobacterium phage Nhonho	Mycobacterium phage Nhonho	0	0	
Microbulbifer mangrovi	Microbulbifer mangrovi	0	0	
Rhodovulum phage RS1	Rhodovulum phage RS1	0	0	
San Miguel sea lion virus 8	San Miguel sea lion virus 8	0	0	
Sevenband grouper nervous necrosis virus	Sevenband grouper nervous necrosis virus	0	0	
Streptomyces antimycoticus	Streptomyces antimycoticus	0	0	
Acetobacter sicerae	Acetobacter sicerae	0	0	
