name	taxid
Chromobacterium aquaticum	467180
Chromobacterium haemolyticum	394935
Chromobacterium piscinae	686831
Chromobacterium rhizoryzae	1778675
Chromobacterium subtsugae	251747
Chromobacterium vaccinii	1108595
Chromobacterium violaceum	536
Chromohalobacter beijerinckii	86179
Chromohalobacter canadensis	141389
Chromohalobacter israelensis	141390
Chromohalobacter japonicus	223900
Chromohalobacter marismortui	42055
Chromohalobacter nigrandesensis	119863
Chromohalobacter salexigens	158080
Chromohalobacter sarecensis	245294
Chromohalobacter thailandensis	299263
Chryseobacterium antarcticum	266748
Chryseobacterium aquaticum	452084
Chryseobacterium arachidiradicis	1617282
Chryseobacterium arachidis	1416778
Chryseobacterium balustinum	246
Chryseobacterium bovis	421530
Chryseobacterium caeni	365343
Chryseobacterium camelliae	1265445
Chryseobacterium carnipullorum	1124835
Chryseobacterium carnis	1241979
Chryseobacterium chaponense	713588
Chryseobacterium chengduensis	1685413
Chryseobacterium culicis	680127
Chryseobacterium daeguense	412438
Chryseobacterium echinoideorum	1549648
Chryseobacterium elymi	395936
Chryseobacterium endophyticum	1854762
Chryseobacterium formosense	236814
Chryseobacterium frigidisoli	1125876
Chryseobacterium gallinarum	1324352
Chryseobacterium geocarposphaerae	1416776
Chryseobacterium ginsengisoli	363853
Chryseobacterium ginsengiterrae	1245592
Chryseobacterium ginsenosidimutans	687846
Chryseobacterium gleum	250
Chryseobacterium greenlandense	345663
Chryseobacterium gregarium	456299
Chryseobacterium gwangjuense	1069980
Chryseobacterium hagamense	395935
Chryseobacterium haifense	421525
Chryseobacterium halperniae	421072
Chryseobacterium hispanicum	358687
Chryseobacterium hominis	420404
Chryseobacterium humi	493375
Chryseobacterium hungaricum	454006
Chryseobacterium indologenes	253
Chryseobacterium indoltheticum	254
Chryseobacterium isbiliense	358705
Chryseobacterium jejuense	445960
Chryseobacterium jeonii	266749
Chryseobacterium joostei	112234
Chryseobacterium lactis	1241981
Chryseobacterium lathyri	395933
Chryseobacterium lineare	1859201
Chryseobacterium luteum	421531
Chryseobacterium marinum	442733
Chryseobacterium moechotypicola	427593
Chryseobacterium molle	216903
Chryseobacterium nakagawai	1241982
Chryseobacterium oncorhynchi	741074
Chryseobacterium oranimense	421058
Chryseobacterium pallidum	373671
Chryseobacterium palustre	493376
Chryseobacterium panacis	1775119
Chryseobacterium piscicola	551459
Chryseobacterium piscium	333702
Chryseobacterium polytrichastri	1302687
Chryseobacterium psychrotolerans	343642
Chryseobacterium reticulitermitis	1907530
Chryseobacterium rhizoplanae	1609531
Chryseobacterium rhizosphaerae	395937
Chryseobacterium rigui	1132696
Chryseobacterium scophthalmum	59733
Chryseobacterium sediminis	1679494
Chryseobacterium shigense	297244
Chryseobacterium solani	1393046
Chryseobacterium soldanellicola	311333
Chryseobacterium soli	445961
Chryseobacterium taichungense	295069
Chryseobacterium taihuense	1141221
Chryseobacterium taiwanense	363331
Chryseobacterium taklimakanense	536441
Chryseobacterium tenax	191577
Chryseobacterium ureilyticum	373668
Chryseobacterium viscerum	1037377
Chryseobacterium xinjiangense	343412
Chryseobacterium xixisoli	1476462
Chryseobacterium yonginense	658267
Chryseobacterium zeae	1416779
Chryseoglobus frigidaquae	424758
Chryseolinea serpens	947013
Chryseomicrobium amylolyticum	558165
Chryseomicrobium aureum	1441723
Chryseomicrobium imtechense	683153
Chryseomicrobium palamuruense	682973
Chrysiogenes arsenatis	309797
Chrysosporum ovalisporum	75695
Chthonobacter albigriseus	1683161
Chthonomonas calidirosea	1303518
Chujaibacter soli	1465489
Chungangia koreensis	752657
Ciceribacter lividus	1197950
Citreimonas salinaria	321339
Citreitalea marina	1397265
Citricoccus alkalitolerans	246603
Citricoccus muralis	169134
Citricoccus nitrophenolicus	863575
Citricoccus parietis	592307
Citricoccus yambaruensis	582852
Citricoccus zhacaiensis	489142
Citrobacter amalonaticus	35703
Citrobacter braakii	57706
Citrobacter farmeri	67824
Citrobacter freundii	546
Citrobacter freundii	1333848
Citrobacter gillenii	67828
Citrobacter koseri	545
Citrobacter koseri	290338
Citrobacter murliniae	67829
Citrobacter rodentium	67825
Citrobacter sedlakii	67826
Citrobacter werkmanii	67827
Citrobacter youngae	133448
Clavibacter michiganensis	28447
Clavisporangium rectum	161357
Cloacibacillus evryensis	508460
Cloacibacillus porcorum	1197717
Clonothrix fusca	415611
Clostridiisalibacter paucivorans	408753
Clostridioides difficile	1496
Clostridioides mangenotii	1540
Clostridium aceticum	84022
Clostridium acetireducens	76489
Clostridium acetobutylicum	1488
Clostridium acetobutylicum	272562
Clostridium aerotolerans (Lachnoclostridium aerotolerans)	36832
Clostridium aestuarii	338193
Clostridium akagii	91623
Clostridium alcalibutyricum	113232
Clostridium alcaliphilum	113234
Clostridium aldenense (Lachnoclostridium aldenense)	358742
Clostridium algidicarnis	37659
Clostridium algidixylanolyticum (Lachnoclostridium algidixylanolyticum)	94868
Clostridium algoriphilum	198347
Clostridium amazonense	1648214
Clostridium aminobutyricum	33953
Clostridium aminophilum (Lachnoclostridium aminophilum)	1526
Clostridium aminovorans	113233
Clostridium amygdalinum (Lachnoclostridium amygdalinum)	253257
Clostridium amylolyticum	1121298
Clostridium argentinense	29341
Clostridium aurantibutyricum	1551
Clostridium autoethanogenum	84023
Clostridium baratii	1561
Clostridium beijerinckii	1520
Clostridium bogorii	113235
Clostridium boliviensis	318465
Clostridium bolteae (Lachnoclostridium bolteae)	208479
Clostridium bornimense	1216932
Clostridium botulinum	1491
Clostridium bovipellis	456835
Clostridium bowmanii	132925
Clostridium budayi	83338
Clostridium butyricum	1492
Clostridium cadaveris	1529
Clostridium caliptrosporum	36833
Clostridium carboxidivorans	217159
Clostridium cavendishii	349931
Clostridium celatum	36834
Clostridium celerecrescens (Lachnoclostridium celerecrescens)	1286362
Clostridium cellulovorans	1493
Clostridium chartatabidum	29356
Clostridium chauvoei	46867
Clostridium chromiireducens	225345
Clostridium citroniae (Lachnoclostridium citroniae)	358743
Clostridium clostridioforme (Lachnoclostridium clostridioforme)	1531
Clostridium cochlearium	1494
Clostridium cocleatum (Erysipelatoclostridium cocleatum)	69824
Clostridium colicanis	179628
Clostridium colinum (Tyzzerella colinum)	36835
Clostridium collagenovorans	29357
Clostridium combesii	39481
Clostridium corinoforum	36836
Clostridium coskatii	1705578
Clostridium cylindrosporum	1495
Clostridium dakarense (Romboutsia dakarense)	1301100
Clostridium diolis	223919
Clostridium disporicum	84024
Clostridium drakei	332101
Clostridium elmenteitii	113231
Clostridium estertheticum	238834
Clostridium estertheticum	205326
Clostridium fallax	1533
Clostridium favososporum	36838
Clostridium felsineum	36839
Clostridium fimetarium (Lachnoclostridium fimetarium)	99656
Clostridium formicaceticum	1497
Clostridium frigidicarnis	84698
Clostridium frigoris	205327
Clostridium fusiformis	69833
Clostridium ganghwense	312089
Clostridium gasigenes	94869
Clostridium glycyrrhizinilyticum (Lachnoclostridium glycyrrhizinilyticum)	342942
Clostridium grantii	40575
Clostridium guangxiense	1662055
Clostridium haemolyticum	84025
Clostridium homopropionicum	36844
Clostridium huakuii	1335065
Clostridium hveragerdense	411316
Clostridium hydrogeniformans	349933
Clostridium hydrogeniproducens	702461
Clostridium hylemonae (Lachnoclostridium hylemonae)	89153
Clostridium ihumii	1211817
Clostridium indolis (Lachnoclostridium indolis)	69825
Clostridium innocuum (Erysipelatoclostridium innocuum)	1522
Clostridium intestinale	36845
Clostridium isatidis	182773
Clostridium islandicum	411317
Clostridium jeddahense	1414721
Clostridium kluyveri	1534
Clostridium kogasensis	1157315
Clostridium lacusfryxellense	205328
Clostridium lavalense (Lachnoclostridium lavalense)	460384
Clostridium liquoris	1289519
Clostridium ljungdahlii	748727
Clostridium longisporum	1523
Clostridium lundense	319475
Clostridium malenominatum	1539
Clostridium massiliodielmoense	1776385
Clostridium maximum	35785
Clostridium mediterraneense	1805472
Clostridium merdae	1958780
Clostridium methoxybenzovorans (Lachnoclostridium methoxybenzovorans)	1286820
Clostridium moniliforme	39489
Clostridium neonatale	137838
Clostridium neuense	1728934
Clostridium nitritogenes	83340
Clostridium novyi	1542
Clostridium oceanicum	1543
Clostridium paraputrificum	29363
Clostridium pascui	46609
Clostridium pasteurianum	1501
Clostridium peptidivorans	100174
Clostridium perfringens	1502
Clostridium phoceensis	1650661
Clostridium polyendosporum	69208
Clostridium polynesiense	1325933
Clostridium polysaccharolyticum (Lachnoclostridium polysaccharolyticum)	29364
Clostridium populeti (Lachnoclostridium populeti)	37658
Clostridium psychrophilum	132926
Clostridium punense	1054297
Clostridium puniceum	29367
Clostridium putrefaciens	99675
Clostridium quinii	36850
Clostridium ragsdalei	217158
Clostridium roseum	84029
Clostridium saccharobutylicum	169679
Clostridium saccharogumia (Erysipelatoclostridium saccharogumia)	341225
Clostridium saccharolyticum (Lachnoclostridium saccharolyticum)	610130
Clostridium saccharoperbutylacetonicum	36745
Clostridium sardiniense	29369
Clostridium sartagoforme	84031
Clostridium saudiense	1414720
Clostridium scatologenes	1548
Clostridium schirmacherense	351628
Clostridium scindens (Lachnoclostridium scindens)	29347
Clostridium senegalense	1465809
Clostridium septicum	1504
Clostridium sphenoides (Lachnoclostridium sphenoides)	29370
Clostridium spiroforme (Erysipelatoclostridium spiroforme)	29348
Clostridium sporogenes	1509
Clostridium subterminale	1550
Clostridium sulfidigenes	318464
Clostridium swellfunianum	1367462
Clostridium taeniosporum	394958
Clostridium tagluense	360422
Clostridium tarantellae	39493
Clostridium tepidiprofundi	1121338
Clostridium tertium	1559
Clostridium tetani	1513
Clostridium tetanomorphum	1553
Clostridium thermobutyricum	29372
Clostridium thermopalmarium	29373
Clostridium thiosulfatireducens	150336
Clostridium tunisiense	219748
Clostridium tyrobutyricum	1519
Clostridium uliginosum	119641
Clostridium ultunense	865861
Clostridium ultunense	45497
Clostridium uzonii	84033
Clostridium ventriculi	1267
Clostridium vincentii	52704
Clostridium vulturis	1157312
Clostridium xylanolyticum (Lachnoclostridium xylanolyticum)	29375
Cnuibacter physcomitrellae	1619308
Cobetia amphilecti	1055104
Cobetia crustatorum	553385
Cobetia litoralis	1055102
Cobetia marina	28258
Cobetia pacifica	1055101
Coccinimonas marina	414364
Coccinistipes vermicola	414362
Coetzeea brasiliensis	1812101
Cognatiyoonia koreensis	364200
Cohaesibacter gelatinilyticus	372072
Cohaesibacter haloalkalitolerans	1162980
Cohaesibacter marisflavi	655353
Cohnella arctica	889520
Cohnella boryungensis	768479
Cohnella capsici	1133855
Cohnella cellulosilytica	986710
Cohnella collisoli	1658061
Cohnella damuensis	549731
Cohnella ferri	422290
Cohnella fontinalis	477675
Cohnella formosensis	1145318
Cohnella ginsengisoli	425004
Cohnella hongkongensis	178337
Cohnella kolymensis	1590652
Cohnella laeviribosi	380174
Cohnella lubricantis	2163172
Cohnella luojiensis	652876
Cohnella lupini	1294267
Cohnella nanjingensis	1387779
Cohnella panacarvi	979226
Cohnella phaseoli	456490
Cohnella plantaginis	1133857
Cohnella rhizosphaerae	1457232
Cohnella saccharovorans	1255256
Cohnella soli	425005
Cohnella suwonensis	696072
Cohnella thermotolerans	329858
Cohnella xylanilytica	557555
Cohnella yongneupensis	425006
Colibacter massiliensis	1852379
Collimonas arenae	279058
Collimonas fungivorans	158899
Collimonas pratensis	279113
Collinsella aerofaciens	74426
Collinsella bouchesdurhonensis	1907654
Collinsella ihuae	1720204
Collinsella intestinalis	147207
Collinsella phocaeensis	1871016
Collinsella stercoris	147206
Collinsella tanakaei	626935
Collinsella tanakaei	742742
Collinsella vaginalis	1870987
Colwellia aestuarii	329993
Colwellia agarivorans	1911682
Colwellia aquaemaris	1195759
Colwellia arctica	1520782
Colwellia asteriadis	517723
Colwellia chukchiensis	641665
Colwellia hornerae	89402
Colwellia marinimaniae	1513592
Colwellia maris	77524
Colwellia meonggei	1354731
Colwellia mytili	1888913
Colwellia piezophila	211668
Colwellia polaris	326537
Colwellia psychrerythraea	28229
Colwellia psychrotropica	89403
Colwellia rossensis	37450
Colwellia sediminilitoris	1820336
Comamonas aquatica	225991
Comamonas badia	265291
Comamonas composti	408558
Comamonas denitrificans	117506
Comamonas granuli	1223521
Comamonas guangdongensis	510515
Comamonas humi	1457523
Comamonas jiangduensis	1194168
Comamonas kerstersii	225992
Comamonas koreensis	160825
Comamonas nitrativorans	108437
Comamonas odontotermitis	379895
Comamonas phosphati	1211803
Comamonas piscis	1562974
Comamonas sediminis	1783360
Comamonas serinivorans	1082851
Comamonas terrae	673548
Comamonas terrigena	32013
Comamonas testosteroni	285
Comamonas thiooxydans	363952
Comamonas zonglianii	663949
Commensalibacter intestini	479936
Compostibacillus humi	1245525
Compostimonas suwonensis	1048394
Conchiformibius kuhniae	211502
Conchiformibius steedae	153493
Conexibacter arvalis	912552
Conexibacter stalactiti	1940611
Conexibacter woesei	191495
Confluentimicrobium lipolyticum	1524263
Confluentimicrobium naphthalenivorans	1614693
Congobacterium massiliense	1907655
Congregibacter litoralis	393662
Consotaella salsifontis	1365950
Constrictibacter antarcticus	656747
Convivina intestini	1505726
Conyzicola lurida	1172621
Conyzicola nivalis	1477021
Coprobacillus cateniformis	1297794
Coprobacter fastidiosus	1349822
Coprococcus catus	116085
Coprococcus comes	410072
Coprococcus eutactus	33043
Coraliomargarita akajimensis	395922
Corallibacter vietnamensis	904130
Corallincola platygyrae	1193278
Corallomonas stylophorae	743737
Coriobacterium glomerans	33871
Corticibacter populi	1550736
Corticibacterium populi	1607949
Corticicoccus populi	1812821
Corynebacterium accolens	38284
Corynebacterium acetoacidophilum	38285
Corynebacterium afermentans	38286
Corynebacterium ammoniagenes	1697
Corynebacterium amycolatum	43765
Corynebacterium appendicis	163202
Corynebacterium aquatimens	1190508
Corynebacterium aquilae	1431546
Corynebacterium argentoratense	42817
Corynebacterium atrinae	1336740
Corynebacterium atypicum	191610
Corynebacterium aurimucosum	169292
Corynebacterium auris	44750
Corynebacterium auriscanis	99807
Corynebacterium bouchesdurhonense	1720192
Corynebacterium bovis	36808
Corynebacterium callunae	1721
Corynebacterium camporealensis	161896
Corynebacterium canis	679663
Corynebacterium capitovis	131081
Corynebacterium casei	160386
Corynebacterium caspium	234828
Corynebacterium ciconiae	227319
Corynebacterium confusum	71254
Corynebacterium coyleae	53374
Corynebacterium crudilactis	1652495
Corynebacterium cyclohexanicum	322009
Corynebacterium cystitidis	35757
Corynebacterium deserti	931089
Corynebacterium diphtheriae	1717
Corynebacterium doosanense	1121358
Corynebacterium durum	61592
Corynebacterium efficiens	152794
Corynebacterium efficiens	196164
Corynebacterium epidermidicanis	1050174
Corynebacterium faecale	1758466
Corynebacterium falsenii	108486
Corynebacterium fastidiosum	38287
Corynebacterium felinum	131318
Corynebacterium flavescens	28028
Corynebacterium fournierii	1852390
Corynebacterium frankenforstense	1230998
Corynebacterium freiburgense	556548
Corynebacterium freneyi	134034
Corynebacterium genitalium	38288
Corynebacterium glaucum	187491
Corynebacterium glucuronolyticum	39791
Corynebacterium glutamicum	1718
Corynebacterium glyciniphilum	1404244
Corynebacterium guangdongense	1783348
Corynebacterium halotolerans	225326
Corynebacterium hansenii	394964
Corynebacterium humireducens	1223514
Corynebacterium ihumii	1232427
Corynebacterium imitans	156978
Corynebacterium jeddahense	1414719
Corynebacterium jeikeium	38289
Corynebacterium kroppenstedtii	161879
Corynebacterium kutscheri	35755
Corynebacterium lactis	1231000
Corynebacterium lipophiloflavum	161889
Corynebacterium lowii	1544413
Corynebacterium lubricantis	541095
Corynebacterium macginleyi	38290
Corynebacterium marinum	1224162
Corynebacterium maris	575200
Corynebacterium massiliense	1121364
Corynebacterium mastitidis	161890
Corynebacterium matruchotii	553207
Corynebacterium minutissimum	38301
Corynebacterium mucifaciens	57171
Corynebacterium mustelae	571915
Corynebacterium mycetoides	38302
Corynebacterium nasicanis	1448267
Corynebacterium nuruki	1032851
Corynebacterium oculi	1544416
Corynebacterium otitidis	29321
Corynebacterium pelargi	1471400
Corynebacterium phocae	161895
Corynebacterium phoceense	1686286
Corynebacterium pilbarense	1288393
Corynebacterium pilosum	35756
Corynebacterium pollutisoli	1610489
Corynebacterium propinquum	43769
Corynebacterium provencense	1737425
Corynebacterium pseudodiphtheriticum	37637
Corynebacterium pseudogenitalium	38303
Corynebacterium pseudotuberculosis	1719
Corynebacterium pyruviciproducens	1125779
Corynebacterium renale	1724
Corynebacterium resistens	258224
Corynebacterium riegelii	156976
Corynebacterium segmentosum	43990
Corynebacterium simulans	146827
Corynebacterium singulare	161899
Corynebacterium sphenisci	191493
Corynebacterium spheniscorum	185761
Corynebacterium sputi	489915
Corynebacterium stationis	1705
Corynebacterium striatum	43770
Corynebacterium suicordis	203264
Corynebacterium sundsvallense	161902
Corynebacterium tapiri	1448266
Corynebacterium terpenotabidum	89154
Corynebacterium testudinoris	136857
Corynebacterium thomssenii	62629
Corynebacterium timonense	441500
Corynebacterium trachiae	1471401
Corynebacterium tuberculostearicum	38304
Corynebacterium tuscaniense	302449
Corynebacterium ulcerans	65058
Corynebacterium ulceribovis	487732
Corynebacterium urealyticum	43771
Corynebacterium ureicelerivorans	401472
Corynebacterium urinapleomorphum	1852380
Corynebacterium uropygiale	1775911
Corynebacterium uterequi	1072256
Corynebacterium variabile	1727
Corynebacterium vitaeruminis	38305
Corynebacterium xerosis	1725
Cosenzaea myxofaciens	184072
Costertonia aggregata	343403
Couchioplanes caeruleus	56438
Crassaminicella profunda	1286698
Craurococcus roseus	77585
Crenalkalicoccus roseus	1485588
Crenobacter luteus	1452487
Crenotalea thermophila	1393122
Crenothrix polyspora	360316
Cribrihabitans marinus	1227549
Cribrihabitans neustonicus	1429085
Cribrihabitans pelagius	1765746
Cricetibacter osteomyelitidis	1521931
Criibacterium bergeronii	1871336
Crinalium epipsammum	241425
Crocebacterium ilecola	397277
Croceibacter atlanticus	313588
Croceicoccus marinus	450378
Croceicoccus mobilis	1703339
Croceicoccus naphthovorans	1348774
Croceicoccus pelagius	1703341
Croceifilum oryzae	1553429
Croceitalea dokdonensis	346188
Croceitalea eckloniae	346189
Croceitalea litorea	1417661
Croceitalea marina	1775166
Crocinobacterium jejui	397280
Cronbergia siamensis	213767
Cronobacter condimenti	1163710
Cronobacter dublinensis	413497
Cronobacter malonaticus	413503
Cronobacter muytjensii	413501
Cronobacter sakazakii	28141
Cronobacter turicensis	413502
Cronobacter universalis	535744
Crossiella cryophila	43355
Crossiella equi	130796
Cryobacterium arcticum	670052
Cryobacterium flavum	1424659
Cryobacterium levicorallinum	995038
Cryobacterium luteum	1424661
Cryobacterium mesophilum	433647
Cryobacterium psychrophilum	41988
Cryobacterium psychrotolerans	386301
Cryobacterium roopkundense	1001240
Cryocola antiquus	205842
Cryptanaerobacter phenolicus	238083
Cryptobacterium curtum	84163
Cryptosporangium arvum	80871
Cryptosporangium aurantiacum	134849
Cryptosporangium cibodasense	1609276
Cryptosporangium japonicum	80872
Cryptosporangium minutisporangium	113569
Cryptosporangium mongoliense	690867
Cucumibacter marinus	1121252
Culturomica massiliensis	1841857
Cumulibacter manganitolerans	1884992
Cuneatibacter caecimuris	1796618
Cupriavidus alkaliphilus	942866
Cupriavidus basilensis	68895
Cupriavidus campinensis	151783
Cupriavidus gilardii	82541
Cupriavidus laharis	151654
Cupriavidus metallidurans	119219
Cupriavidus nantongensis	1796606
Cupriavidus necator	106590
Cupriavidus numazuensis	1218073
Cupriavidus oxalaticus	96344
Cupriavidus pampae	659251
Cupriavidus pauculus	82633
Cupriavidus pinatubonensis	248026
Cupriavidus plantarum	942865
Cupriavidus respiraculi	195930
Cupriavidus taiwanensis	164546
Cupriavidus yeoncheonensis	1462994
Curtobacterium albidum	50728
Curtobacterium ammoniigenes	395387
Curtobacterium citreum	2036
Curtobacterium flaccumfaciens	2035
Curtobacterium herbarum	150122
Curtobacterium luteum	33881
Curtobacterium oceanosedimentum	465820
Curtobacterium plantarum (Pantoea plantarum)	221276
Curtobacterium pusillum	69373
Curvibacter delicatus	80879
Curvibacter fontanus	247486
Curvibacter gracilis	230310
Curvibacter lanceolatus	86182
Cutibacterium acnes	1747
Cutibacterium avidum	997355
Cutibacterium avidum	33010
Cutibacterium granulosum	1160719
Cyanobacterium aponinum	379064
Cyanobacterium stanieri	102235
Cyanobium gracile	292564
Cyanospira rippkae	165799
Cycloclasticus oligotrophus	46457
Cycloclasticus pugetii	34068
Cycloclasticus spirillensus	152706
Cylindrospermopsis raciborskii	77022
Cylindrospermum stagnale	142864
Cytophaga hutchinsonii	985
Cytophaga xylanolytica	990
Dactylococcopsis salina	292566
Dactylosporangium aurantiacum	35754
Dactylosporangium cerinum	1434730
Dactylosporangium darangshiense	579108
Dactylosporangium fulvum	53359
Dactylosporangium luridum	649008
Dactylosporangium luteum	649007
Dactylosporangium maewongense	634393
Dactylosporangium matsuzakiense	53360
Dactylosporangium roseum	47989
Dactylosporangium salmoneum	53361
Dactylosporangium siamense	685454
Dactylosporangium solaniradicis	1758122
Dactylosporangium sucinum	1424081
Dactylosporangium thailandense	47849
Dactylosporangium tropicum	555455
Dactylosporangium vinaceum	53362
Daeguia caeni	439612
Daejeonia ginsenosidivorans	1813881
Dakarella massiliensis	1506471
Dankookia rubra	1442381
Dasania marina	1121374
Dechlorobacter hydrogenophilus	203534
Dechloromonas agitata	73030
Dechloromonas denitrificans	281362
Dechloromonas hortensis	337779
Deefgea chitinilytica	570276
Deefgea rivuli	400948
Deferribacter abyssi	213806
Deferribacter autotrophicus	500465
Deferribacter desulfuricans	639282
Deferribacter thermophilus	53573
Deferrisoma camini	1125863
Deferrisoma palaeochoriense	1573172
Defluviicoccus vanus	111831
Defluviimonas aestuarii	1130726
Defluviimonas alba	1335048
Defluviimonas aquaemixtae	1542388
Defluviimonas denitrificans	404881
Defluviimonas indica	765699
Defluviitalea phaphyphila	1473580
Defluviitalea raffinosedens	1450156
Defluviitalea saccharophila	879970
Dehalobacter restrictus	871738
Dehalobacter restrictus	55583
Dehalococcoides mccartyi	61435
Deinobacterium chartae	521158
Deinococcus actinosclerus	1768108
Deinococcus aerius	200253
Deinococcus aerolatus	522487
Deinococcus aerophilus	522488
Deinococcus aetherius	200252
Deinococcus alpinitundrae	468913
Deinococcus altitudinis	468914
Deinococcus antarcticus	1298767
Deinococcus apachensis	309886
Deinococcus aquaticus	328692
Deinococcus aquatilis	519440
Deinococcus aquiradiocola	393059
Deinococcus arenae	1452751
Deinococcus budaensis	1665626
Deinococcus caeni	569127
Deinococcus carri	1211323
Deinococcus cellulosilyticus	401558
Deinococcus citri	759814
Deinococcus claudionis	468915
Deinococcus daejeonensis	1007098
Deinococcus depolymerans	392408
Deinococcus deserti	546414
Deinococcus enclensis	1049582
Deinococcus ficus	317577
Deinococcus frigens	249403
Deinococcus gammatolerans	1889239
Deinococcus geothermalis	319795
Deinococcus gobiensis	502394
Deinococcus grandis	57498
Deinococcus hohokamensis	309883
Deinococcus hopiensis	695939
Deinococcus humi	662880
Deinococcus indicus	223556
Deinococcus knuensis	1837380
Deinococcus malanensis	1706855
Deinococcus maricopensis	309887
Deinococcus marmoris	249408
Deinococcus metallilatus	1211322
Deinococcus misasensis	1121382
Deinococcus murrayi	68910
Deinococcus navajonensis	309884
Deinococcus papagonensis	309890
Deinococcus peraridilitoris	937777
Deinococcus persicinus	1848199
Deinococcus phoenicis	1476583
Deinococcus pimensis	309888
Deinococcus piscis	394230
Deinococcus proteolyticus	693977
Deinococcus puniceus	1182568
Deinococcus radiodurans	1299
Deinococcus radiomollis	468916
Deinococcus radiophilus	32062
Deinococcus radiopugnans	585398
Deinococcus radiotolerans	1309407
Deinococcus reticulitermitis	856736
Deinococcus roseus	392414
Deinococcus ruber	1848197
Deinococcus sahariens	391359
Deinococcus saudiensis	1765963
Deinococcus saxicola	249406
Deinococcus sedimenti	1867090
Deinococcus seoulensis	1837379
Deinococcus soli	561863
Deinococcus sonorensis	694439
Deinococcus swuensis	1182571
Deinococcus taklimakanensis	536443
Deinococcus wulumuqiensis	1403343
Deinococcus xianganensis	1507289
Deinococcus xinjiangensis	457454
Deinococcus yavapaiensis	309889
Delftia acidovorans	80866
Delftia deserti	1651218
Delftia lacustris	558537
Delftia litopenaei	747302
Delftia rhizosphaerae	1915059
Delftia tsuruhatensis	180282
Demequina activiva	1582364
Demequina aestuarii	327095
Demequina aurantiaca	676200
Demequina flava	1095025
Demequina globuliformis	676202
Demequina litorisediminis	1849022
Demequina lutea	431489
Demequina oxidasica	676199
Demequina salsinemoris	577470
Demequina sediminicola	1095026
Demetria terragena	63959
Dendrosporobacter quercicolus	146817
Denitratimonas tolerans	1338420
Denitratisoma oestradiolicum	311182
Denitrobacterium detoxificans	79604
Denitromonas aromaticus	139332
Denitromonas indolicum	322556
Dermabacter hominis	36740
Dermabacter jinjuensis	1667168
Dermabacter vaginalis	1630135
Dermacoccus abyssi	322596
Dermacoccus barathri	322601
Dermacoccus nishinomiyaensis	1274
Dermacoccus profundi	322602
Dermatophilus congolensis	1863
Derxia gummosa	203699
Derxia lacustris	764842
Desemzia incerta	82801
Desertibacillus haloalkaliphilus	1328930
Desertibacter roseus	547014
Desertibacter xinjiangensis	1306932
Desmonostoc muscorum	1179
Desmospora activa	500615
Desmospora profundinema	1571184
Desnuesiella massiliensis	1650662
Desulfallas alcoholivorax	265477
Desulfallas arcticus	341036
Desulfallas geothermicus	39060
Desulfallas gibsoniae	102134
Desulfallas sapomandens	102170
Desulfallas thermosapovorans	58137
Desulfarculus baarsii	453230
Desulfitibacter alkalitolerans	264641
Desulfitispora alkaliphila	622674
Desulfitispora elongata	1664035
Desulfitobacterium aromaticivorans	536049
Desulfitobacterium chlororespirans	51616
Desulfitobacterium dehalogenans	36854
Desulfitobacterium hafniense	272564
Desulfitobacterium metallireducens	142877
Desulfobacca acetoxidans	60893
Desulfobacterium corrodens	241365
Desulfobacula phenolica	90732
Desulfobacula toluolica	28223
Desulfobaculum xiamenense	995050
Desulfobulbus aggregans	1825660
Desulfobulbus alkaliphilus	869814
Desulfobulbus japonicus	231447
Desulfobulbus mediterraneus	160661
Desulfobulbus oligotrophicus	1909699
Desulfobulbus propionicus	577650
Desulfobulbus rhabdoformis	34032
Desulfoconvexum algidum	453224
Desulfocurvus thunnarius	1312905
Desulfocurvus vexinensis	1121406
Desulfofaba hansenii	157842
Desulfofarcimen acetoxidans	485916
Desulfofarcimen acetoxidans	58138
Desulfofarcimen intricatum	1285191
Desulfofundulus australicus	1566
Desulfofundulus kuznetsovii	58135
Desulfofundulus kuznetsovii	760568
Desulfofundulus luciae	74702
Desulfofundulus solfataricus	190967
Desulfofundulus thermoacetoxidans	58136
Desulfofundulus thermobenzoicus	29376
Desulfofundulus thermocisternus	42471
Desulfofundulus thermosubterraneus	348840
Desulfoglaeba alkanexedens	980445
Desulfohalobium retbaense	45663
Desulfohalobium utahense	332174
Desulfohalotomaculum halophilum	57172
Desulfohalotomaculum peckii	1236215
Desulfohalotomaculum tongense	1216062
Desulfomonile limimaris	117208
Desulfomonile tiedjei	2358
Desulfonatronospira delicata	488938
Desulfonatronospira thiodismutans	555779
Desulfonatronovibrio thiodismutans	617000
Desulfonatronum buryatense	489971
Desulfonatronum cooperativum	292807
Desulfonatronum lacustre	66849
Desulfonatronum thioautotrophicum	617001
Desulfonatronum thiodismutans	159290
Desulfonatronum thiosulfatophilum	617002
Desulfonatronum zhilinae	1256678
Desulfonauticus autotrophicus	1121415
Desulfonauticus submarinus	206665
Desulfonispora thiosulfatigenes	83661
Desulfopila aestuarii	231440
Desulfopila inferna	468528
Desulfoplanes formicivorans	1592317
Desulforhabdus amnigena	40218
Desulforhopalus singaporensis	91360
Desulforhopalus vacuolatus	40414
Desulfosoma profundi	869805
Desulfosporomusa polytropa	78126
Desulfosporosinus acididurans	476652
Desulfosporosinus acidiphilus	885581
