name	taxid
Allofustis seminis	166939
Allohahella antarctica	437503
Allohahella marinimesophila	1054972
Allohumibacter endophyticus	1172610
Alloiococcus otitis	1652
Allokutzneria albata	211114
Allokutzneria multivorans	1142134
Allokutzneria oryzae	1378989
Allomonas enterica	225323
Allonocardiopsis opalescens	1144618
Alloprevotella rava	671218
Alloprevotella tannerae	76122
Allosalinactinospora lopnorensis	1352348
Alloscardovia criceti	356828
Alloscardovia macacae	1160091
Alloscardovia omnicolens	419015
Alloscardovia venturai	1769421
Allostreptomyces indica	665083
Allostreptomyces psammosilenae	1892865
Alpinimonas psychrophila	748908
Alsobacter metallidurans	340221
Altererythrobacter aerius	1837929
Altererythrobacter aestiaquae	1509367
Altererythrobacter aestuarii	650004
Altererythrobacter aquiaggeris	1898396
Altererythrobacter atlanticus	1267766
Altererythrobacter aurantiacus	1463599
Altererythrobacter buctensis	1503981
Altererythrobacter confluentis	1849021
Altererythrobacter dongtanensis	692370
Altererythrobacter epoxidivorans	361183
Altererythrobacter indicus	374177
Altererythrobacter ishigakiensis	476157
Altererythrobacter lauratis	2054627
Altererythrobacter luteolus	295089
Altererythrobacter marensis	543877
Altererythrobacter marinus	538382
Altererythrobacter namhicola	645517
Altererythrobacter oceanensis	1463597
Altererythrobacter palmitatis	2054628
Altererythrobacter rigui	1708790
Altererythrobacter salegens	1737568
Altererythrobacter sediminis	1689985
Altererythrobacter soli	1739690
Altererythrobacter troitsensis	292222
Altererythrobacter xiamenensis	1316679
Altererythrobacter xinjiangensis	762261
Altererythrobacter xixiisoli	1476466
Alteribacillus alkaliphilus	1448272
Alteribacillus bidgolensis	930129
Alteribacillus iranensis	930128
Alteribacillus persepolensis	568899
Alteromonas addita	287094
Alteromonas aestuariivivens	1938339
Alteromonas alvinellae	135000
Alteromonas australica	589873
Alteromonas confluentis	1656094
Alteromonas genovensis	471225
Alteromonas gracilis	1479524
Alteromonas halophila	516698
Alteromonas hispanica	315421
Alteromonas lipolytica	1856405
Alteromonas litorea	252597
Alteromonas macleodii	28108
Alteromonas marina	203795
Alteromonas mediterranea	314275
Alteromonas naphthalenivorans	715451
Alteromonas pelagimontana	1858656
Alteromonas simiduii	398036
Alteromonas stellipolaris	233316
Alteromonas tagae	398035
Altibacter lentus	1223410
Alysiella crassa	153491
Alysiella filiformis	194196
Amantichitinum ursilacus	857265
Amaricoccus kaplicensis	57000
Amaricoccus macauensis	57001
Amaricoccus tamworthensis	57002
Amaricoccus veronensis	57003
Ameyamaea chiangmaiensis	442969
Aminicella lysinilytica	433323
Aminobacter aganoensis	83264
Aminobacter aminovorans	83263
Aminobacter anthyllidis	1035067
Aminobacter ciceronei	150723
Aminobacter lissarensis	305698
Aminobacter niigataensis	83265
Ammonifex degensii	42838
Ammonifex thiophilus	444093
Ammoniibacillus agariperforans	1229250
Ammoniphilus oxalaticus	66863
Ammoniphilus oxalivorans	66864
Ammoniphilus resinae	861532
Amnibacterium kyonggiense	595671
Amorphomonas oryzae	344459
Amorphus coralli	340680
Amorphus orientalis	649198
Amorphus suaedae	1327753
Amphibacillus cookii	767787
Amphibacillus diazotrophicus	472962
Amphibacillus haojiensis	148451
Amphibacillus iburiensis	1212662
Amphibacillus indicireducens	1076330
Amphibacillus jilinensis	562743
Amphibacillus marinus	872970
Amphibacillus sediminis	360185
Amphibacillus tropicus	173040
Amphibacillus xylanus	1449
Amphiplicatus metriothermophilus	1519374
Amphritea atlantica	355243
Amphritea balenae	452629
Amphritea ceti	1524258
Amphritea japonica	1278309
Amphritea spongicola	707589
Ampullariella violaceochromogenes	1463979
Ampullimonas aquatilis	1341549
Amycolatopsis acidiphila	715473
Amycolatopsis alba	1125972
Amycolatopsis albidoflavus	102226
Amycolatopsis albispora	1804986
Amycolatopsis australiensis	546364
Amycolatopsis azurea	36819
Amycolatopsis balhimycina	208443
Amycolatopsis bartoniae	941986
Amycolatopsis benzoatilytica	346045
Amycolatopsis bullii	941987
Amycolatopsis cihanbeyliensis	1128664
Amycolatopsis circi	871959
Amycolatopsis coloradensis	76021
Amycolatopsis decaplanina	208441
Amycolatopsis deserti	185696
Amycolatopsis dongchuanensis	1070866
Amycolatopsis echigonensis	369930
Amycolatopsis endophytica	860233
Amycolatopsis equina	871962
Amycolatopsis eurytherma	196083
Amycolatopsis granulosa	185684
Amycolatopsis halophila	1069073
Amycolatopsis halotolerans	330083
Amycolatopsis helveola	450800
Amycolatopsis hippodromi	871961
Amycolatopsis japonica	208439
Amycolatopsis jejuensis	330084
Amycolatopsis jiangsuensis	1181879
Amycolatopsis kentuckyensis	218823
Amycolatopsis keratiniphila	208442
Amycolatopsis lactamdurans	1913
Amycolatopsis lexingtonensis	218822
Amycolatopsis lurida	31959
Amycolatopsis magusensis	882444
Amycolatopsis marina	490629
Amycolatopsis mediterranei	33910
Amycolatopsis methanolica	1814
Amycolatopsis minnesotensis	337894
Amycolatopsis nigrescens	381445
Amycolatopsis niigatensis	369932
Amycolatopsis orientalis	31958
Amycolatopsis palatopharyngis	187982
Amycolatopsis pigmentata	450801
Amycolatopsis plumensis	236508
Amycolatopsis pretoriensis	218821
Amycolatopsis regifaucium	546365
Amycolatopsis rhabdoformis	1448059
Amycolatopsis rifamycinica	287986
Amycolatopsis roodepoortensis	700274
Amycolatopsis ruanii	944491
Amycolatopsis rubida	112413
Amycolatopsis saalfeldensis	394193
Amycolatopsis sacchari	115433
Amycolatopsis salitolerans	926830
Amycolatopsis samaneae	664691
Amycolatopsis speibonae	1450224
Amycolatopsis stemonae	1577442
Amycolatopsis sulphurea	76022
Amycolatopsis taiwanensis	342230
Amycolatopsis thailandensis	589330
Amycolatopsis thermalba	944492
Amycolatopsis thermoflava	84480
Amycolatopsis thermophila	206084
Amycolatopsis tolypomycina	208445
Amycolatopsis tucumanensis	401106
Amycolatopsis ultiminotia	543629
Amycolatopsis umgeniensis	336628
Amycolatopsis vancoresmycina	208444
Amycolatopsis viridis	185678
Amycolatopsis xylanica	589385
Anabaena cylindrica	1165
Anaerobacillus alkalidiazotrophicus	472963
Anaerobacillus alkalilacustris	393763
Anaerobacillus arseniciselenatis	85682
Anaerobacillus macyae	157733
Anaerobacterium chartisolvens	1297424
Anaerobiospirillum succiniciproducens	13335
Anaerobiospirillum thomasii	179995
Anaerobium acetethylicum	1619234
Anaerobranca californiensis	182411
Anaerobranca gottschalkii	108328
Anaerobranca horikoshii	42448
Anaerobranca zavarzinii	436000
Anaerocella delicata	433338
Anaerococcus degeneri	361500
Anaerococcus hydrogenalis	33029
Anaerococcus lactolyticus	33032
Anaerococcus mediterraneensis	1870984
Anaerococcus murdochii	411577
Anaerococcus nagyae	1755241
Anaerococcus obesiensis	1118056
Anaerococcus octavius	1161098
Anaerococcus prevotii	33034
Anaerococcus prevotii	525919
Anaerococcus provencensis	938293
Anaerococcus rubeinfantis	1720199
Anaerococcus senegalensis	1288120
Anaerococcus tetradius	33036
Anaerococcus vaginalis	33037
Anaerococcus vaginalis	655811
Anaerocolumna aminovalerica	1527
Anaerocolumna cellulosilytica	433286
Anaerocolumna jejuensis	259063
Anaerocolumna xylanovorans	100134
Anaerofilum agile	52786
Anaerofilum pentosovorans	52787
Anaerofustis stercorihominis	214853
Anaeroglobus geminatus	156456
Anaeromassilibacillus senegalensis	1673717
Anaeromicrobium sediminis	1478221
Anaeromusa acidaminophila	81464
Anaerophaga thermohalophila	886379
Anaeroplasma abactoclasticum	2087
Anaeroplasma varium	2089
Anaerorhabdus furcosa	118967
Anaerosalibacter bizertensis	932217
Anaerosalibacter massiliensis	1347392
Anaerosinus glycerini	82375
Anaerosolibacter carboniphilus	1417629
Anaerosphaera aminiphila	1120994
Anaerospora hongkongensis	244830
Anaerosporobacter mobilis	264463
Anaerosporomusa subterranea	1794912
Anaerostipes butyraticus	645466
Anaerostipes caccae	105841
Anaerostipes hadrus	649756
Anaerostipes rhamnosivorans	1229621
Anaerotaenia torta	433293
Anaerotignum aminivorans	433287
Anaerotignum lactatifermentans	160404
Anaerotignum neopropionicum	36847
Anaerotignum propionicum	28446
Anaerotruncus colihominis	169435
Anaerotruncus rubiinfantis	1720200
Anaerovibrio lipolyticus	82374
Anaerovirgula multivorans	312168
Anaerovorax odorimutans	109327
Anaplasma bovis	186733
Anaplasma centrale	769
Anaplasma marginale	770
Anaplasma odocoilei	331269
Anaplasma ovis	142058
Anaplasma phagocytophilum	948
Anaplasma platys	949
Ancalomicrobium adetum	213680
Ancylobacter abiegnus	702384
Ancylobacter aquaticus	100
Ancylobacter defluvii	1282440
Ancylobacter dichloromethanicus	518825
Ancylobacter oerskovii	459519
Ancylobacter polymorphus	223390
Ancylobacter pratisalsi	1745854
Ancylobacter rudongensis	177413
Ancylobacter vacuolatus	223389
Ancylomarina subtilis	1639035
Anderseniella baltica	444440
Andreesenia angusta	39480
Andreprevotia chitinilytica	396808
Andreprevotia lacus	1121000
Aneurinibacillus aneurinilyticus	1391
Aneurinibacillus danicus	267746
Aneurinibacillus migulanus	47500
Aneurinibacillus sediminis	1776164
Aneurinibacillus soli	1500254
Aneurinibacillus terranovensis	278991
Aneurinibacillus thermoaerophilus	143495
Aneurinibacillus tyrosinisolvens	1443435
Angelakisella massiliensis	1871018
Angulomicrobium amanitiforme	217069
Angulomicrobium tetraedrale	217068
Angustibacter aerolatus	1162965
Angustibacter luteus	658456
Angustibacter peucedani	598653
Angustibacter speluncae	1940617
Annwoodia aquaesulis	47959
Anoxybacillus amylolyticus	294699
Anoxybacillus ayderensis	265546
Anoxybacillus beppuensis	360187
Anoxybacillus caldiproteolyticus	247480
Anoxybacillus calidus	575178
Anoxybacillus contaminans	225988
Anoxybacillus eryuanensis	651866
Anoxybacillus flavithermus	33934
Anoxybacillus geothermalis	1490051
Anoxybacillus gonensis	198467
Anoxybacillus kamchatkensis	196180
Anoxybacillus kaynarcensis	1173302
Anoxybacillus kestanbolensis	227476
Anoxybacillus kualawohkensis	374652
Anoxybacillus mongoliensis	452565
Anoxybacillus pushchinoensis	150248
Anoxybacillus rupiensis	311460
Anoxybacillus salavatliensis	771855
Anoxybacillus suryakundensis	1325335
Anoxybacillus tengchongensis	576944
Anoxybacillus tepidamans	265948
Anoxybacillus thermarum	404937
Anoxybacillus tunisiense	480415
Anoxybacillus vitaminiphilus	581036
Anoxybacillus voinovskiensis	230470
Anoxybacter fermentans	1323375
Anoxynatronum sibiricum	210623
Anseongella ginsenosidimutans	496056
Antarcticicola litoralis	456242
Antarcticimonas flava	442728
Antarctobacter heliothermus	74033
Antarctobacter jejuensis	1439938
Antricoccus suffuscus	1629062
Apibacter adventoris	1679466
Apibacter mensalis	1586267
Aquabacter spiritensis	933073
Aquabacterium citratiphilum	70582
Aquabacterium commune	70586
Aquabacterium fontiphilum	450365
Aquabacterium limnoticum	708634
Aquabacterium olei	1296669
Aquabacterium parvum	70584
Aquamicrobium aerolatum	561088
Aquamicrobium aestuarii	698647
Aquamicrobium ahrensii	469551
Aquamicrobium defluvii	69279
Aquamicrobium lusatiense	89772
Aquamicrobium segne	469547
Aquamicrobium soli	1811518
Aquamicrobium terrae	1324945
Aquaphilus dolomiae	1279485
Aquaspirillum arcticum	87645
Aquaspirillum polymorphum	80877
Aquaspirillum putridiconchylium	181658
Aquaspirillum serpens	190
Aquaspirillum soli	1591092
Aquaticitalea lipolytica	1247562
Aquibacillus albus	1168171
Aquibacillus halophilus	930132
Aquibacillus koreensis	279446
Aquibacillus salifodinae	1412147
Aquibacter zeaxanthinifaciens	1227946
Aquicella lusitana	254246
Aquicella siphonis	254247
Aquidulcibacter paucihalophilus	1978549
Aquifex aeolicus	63363
Aquifex pyrophilus	2714
Aquiflexum balticum	758820
Aquihabitans daechungensis	1052257
Aquimarina addita	870485
Aquimarina agarilytica	1087449
Aquimarina agarivorans	980584
Aquimarina aggregata	1642818
Aquimarina amphilecti	1038014
Aquimarina atlantica	1317122
Aquimarina brevivitae	323412
Aquimarina gracilis	874422
Aquimarina hainanensis	1578017
Aquimarina latercula	987
Aquimarina litoralis	584605
Aquimarina longa	1379258
Aquimarina macrocephali	666563
Aquimarina megaterium	1296416
Aquimarina muelleri	279356
Aquimarina mytili	874423
Aquimarina pacifica	1296415
Aquimarina penaei	1541446
Aquimarina rubra	1920033
Aquimarina salinaria	642114
Aquimarina seongsanensis	1417659
Aquimarina spongiae	570521
Aquimarina versatilis	1417658
Aquimixticola soesokkakensis	1519096
Aquimonas voraii	265719
Aquincola tertiaricarbonis	391953
Aquipuribacter hungaricus	545624
Aquipuribacter nitratireducens	650104
Aquisalibacillus elongatus	485577
Aquisalimonas asiatica	406100
Aquisalimonas halophila	1303863
Aquisalimonas lutea	1327750
Aquisalinus flavus	1526572
Aquitalea denitrificans	519081
Aquitalea magnusonii	332411
Aquitalea pelogenes	1293573
Arabia massiliensis	1870985
Arcanobacterium canis	999183
Arcanobacterium haemolyticum	28264
Arcanobacterium hippocoleae	149017
Arcanobacterium phocae	131112
Arcanobacterium phocisimile	1302235
Arcanobacterium pinnipediorum	1503041
Arcanobacterium pluranimalium	108028
Arcanobacterium urinimassiliense	1871014
Arcanobacterium wilhelmae	1803177
Arcobacter nitrofigilis	28199
Arcticiflavibacter luteus	1434066
Arenibacter nanhaiticus	558155
Arenicella chitinivorans	1329800
Arenicella xantha	644221
Arenimonas aestuarii	1708347
Arenimonas aquatica	706174
Arenimonas composti	370776
Arenimonas daechungensis	1052258
Arenimonas daejeonensis	370777
Arenimonas donghaensis	375061
Arenimonas malthae	354197
Arenimonas maotaiensis	1446479
Arenimonas metalli	1384056
Arenimonas oryziterrae	498055
Arenimonas subflava	1122256
Arenimonas taoyuanensis	1329367
Arenitalea lutea	1178825
Arenivirga flava	1930060
Arhodomonas recens	980519
Aridibacter famidurans	1384638
Aridibacter kavangonensis	1384639
Armatimonas rosea	685828
Arsenicicoccus bolidensis	229480
Arsenicicoccus dermatophilus	1076331
Arsenicicoccus piscis	673954
Arsenicitalea aurantiaca	1783274
Arsenophonus nasoniae	638
Arsukibacterium ikkense	336831
Arthrobacter agilis	37921
Arthrobacter alkaliphilus	369936
Arthrobacter alpinus	656366
Arthrobacter bambusae	1338426
Arthrobacter casei	217029
Arthrobacter castelli	271431
Arthrobacter citreus	1670
Arthrobacter cryoconiti	748907
Arthrobacter crystallopoietes	37928
Arthrobacter cupressi	1045773
Arthrobacter davidanieli	83776
Arthrobacter deserti	1742687
Arthrobacter echini	1529066
Arthrobacter enclensis	993070
Arthrobacter endophyticus	1522174
Arthrobacter flavus	95172
Arthrobacter gandavensis	169960
Arthrobacter ginkgonis	1630594
Arthrobacter ginsengisoli	1356565
Arthrobacter globiformis	1665
Arthrobacter gyeryongensis	1650592
Arthrobacter halodurans	516699
Arthrobacter humicola	409291
Arthrobacter keyseri	122866
Arthrobacter koreensis	199136
Arthrobacter liuii	1476996
Arthrobacter livingstonensis	670078
Arthrobacter luteolus	98672
Arthrobacter methylotrophus	121291
Arthrobacter monumenti	163875
Arthrobacter nanjingensis	1387716
Arthrobacter nitrophenolicus	683150
Arthrobacter oryzae	409290
Arthrobacter paludis	1069475
Arthrobacter parietis	271434
Arthrobacter pascens	1677
Arthrobacter pigmenti	271432
Arthrobacter pityocampae	547334
Arthrobacter pokkalii	1581172
Arthrobacter psychrochitiniphilus	291045
Arthrobacter psychrolactophilus	92442
Arthrobacter ramosus	1672
Arthrobacter rhombi	71253
Arthrobacter roseus	136274
Arthrobacter russicus	172040
Arthrobacter saudimassiliensis	1461584
Arthrobacter stackebrandtii	272161
Arthrobacter subterraneus	335973
Arthrobacter tecti	271433
Arthrobacter tumbae	163874
Arthrobacter woluwensis	156980
Arthrospira platensis	118562
Asaccharobacter celatus	394340
Asaccharospora irregularis	29359
Asaia astilbis	1236500
Asaia bogorensis	91915
Asaia krungthepensis	220990
Asaia lannensis	415421
Asaia platycodi	610243
Asaia prunellae	1236502
Asaia siamensis	110479
Asaia spathodeae	657016
Asanoa endophytica	1623397
Asanoa ferruginea	53367
Asanoa hainanensis	560556
Asanoa iriomotensis	234613
Asanoa ishikariensis	137265
Asanoa siamensis	926357
Ascidianibacter aurantiacus	499062
Ascidiimonas aurantiaca	1685432
Asticcacaulis benevestitus	347481
Asticcacaulis biprosthecium	76891
Asticcacaulis endophyticus	1395890
Asticcacaulis excentricus	78587
Asticcacaulis solisilvae	1217274
Asticcacaulis taihuensis	260084
Atlantibacter hermannii	565
Atopobacter phocae	136492
Atopobium deltae	1393034
Atopobium fossor	39487
Atopobium minutum	1381
Atopobium parvulum	1382
Atopobium parvulum	521095
Atopobium rimae	1383
Atopobium vaginae	82135
Atopobium vaginae	525256
Atopococcus tabaci	269774
Atopostipes suicloacalis	180295
Aurantiacicella marina	1654455
Aurantimicrobium minutum	708131
Aurantimonas coralicida	1121027
Aurantimonas endophytica	1522175
Aurantimonas litoralis	217512
Aurantimonas manganoxydans	651183
Auraticoccus monumenti	675864
Aureibacillus halotolerans	1508390
Aureicoccus marinus	754435
Aureimarina marisflavi	414368
Aureimonas altamirensis	370622
Aureimonas ferruginea	1198454
Aureimonas frigidaquae	424757
Aureimonas galii	1744846
Aureimonas glaciei	1776957
Aureimonas glaciistagni	1541956
Aureimonas jatrophae	1166073
Aureimonas phyllosphaerae	1166078
Aureimonas pseudogalii	1744844
Aureimonas rubiginis	1198455
Aureimonas ureilytica	1121028
Aureisphaera galaxeae	1538023
Aureisphaera salina	1762957
Aureispira marina	365033
Aureispira maritima	407844
Aureitalea marina	930804
Auritidibacter ignavus	678932
Austwickia chelonae	100225
Austwickia chelonae	1184607
Avibacterium gallinarum	755
Avibacterium paragallinarum	728
Azoarcus anaerobius	182180
Azoarcus buckelii	200254
